node1,node2,weight
hasse,confidencestatements,2
factoranalysis,patterns,6
adriaticsea,oxygen,2
in-situhybridization,marine,2
california,ducks,2
receptive-fields,owlmonkey,2
growth,bone,2
water,yield,2
foodwebs,fisheries,2
microbialdiversity,ocean,2
scanstatistic,water,2
effectivepopulation-size,polymorphism,2
neuralnetworks,physicalmodel,2
neuralmechanisms,thalamus,2
growth,phosphorylation,2
structure,microsatelliteloci,2
dynamics,aeruginosa,2
phylogeneticdiversity,soils,2
rhizosphere,gene-sequences,2
microbialcommunities,seawater,2
spatialcorrelation,energy,2
ocean,food,2
landuse,imagery,2
eradication,virus,2
species-diversity,beta-diversity,2
imaging,structural-changes,2
gradientanalysis,urbanareas,2
vector-bornediseases,transmission,6
mark-recapture,southernappalachianstream,4
extremes,parameter-estimation,2
soil,exudates,4
cortex,robust,2
spatial-analysis,south-africa,2
dynamics,genotypes,2
pakistan,pcbs,2
functionalconnectivity,seizures,2
clusteranalysis,long-termchanges,4
suicide,contagion,4
speciestraits,invertebrates,2
emissions,marine-sediments,2
cascadiasubductionzone,tremor,2
scalingproperties,spatialvariability,2
population-structure,density,2
cluster-analysis,streamflow,2
magnetotail,expansion,2
soil-moisture,storms,2
particulatematter,air-quality,4
visual-cortex,dynamics,4
luxembourg,primaryproductivity,2
malaria,plasmodium-falciparumtransmission,4
beta-diversity,lake,2
p300,phase,4
principalcomponentanalysis,responses,2
pathogenicity,risk-factors,2
clustering,reproduction,2
habitatuse,fish,2
cortex,humanextrastriatecortex,6
column,channel,2
syndromicsurveillance,outbreak,4
elements,zinc,4
precursorproteingene,cascadehypothesis,2
spatialclustering,pollutants,2
instability,boundary,2
carbon,stableisotopes,4
cortex,field,4
vulnerability,environment,2
shockwaves,star-formation,2
mirnas,lens,2
space-timeanalysis,tuberculosis,2
posets,visualizingspatialdata,2
environmental,nitrate,2
subduction,beneath,2
northern,natural-selection,2
multiscaleassessment,andhierarchicalmarkovtransitionmatrix,2
large-scale,spectroscopy,2
cytokines,contraception,4
disorder,humanbrain,2
graphtheory,bay,2
uncertainityanalysis,marmap,2
pca,cluster-analysis,2
channel,flow,4
atomicclusters,time,2
mouse,elements,2
pain,event-relatedfmri,2
bacterioplankton,antarctica,2
spike,long-term,2
molecularepidemiology,evolution,4
zinc,molecular-cloning,2
dataanalysis,series,2
spatialanalysis,community,2
self-recruitment,multilocusgenotypedata,2
ern,medial,2
vulnerability,social-ecologicalsystems,4
pattern,countdata,4
systems,electrons,2
surface-waterquality,brazil,2
republic-of-china,tuberculosis,2
identification,lens,2
activity,coarsewoodydebris,2
simulation,design,2
regions,models,2
peru,model,2
stimulation,dependence,2
fuzzy,sets,2
computing,brainactivity,2
quality,patterns,4
deposition,clusters,2
southern,oscillation,12
wetlands,spatialpattern,2
neuronal,in-vivo,2
aedesaegypti,epidemics,2
multicriteriacomparisonsand,senseddata,2
particulateair-pollution,mortality,2
extinction,europe,2
diversity,risk,2
dataset,variability,4
phylogenetic,bacterioplankton,2
latitudeboundary-layer,reconnection,4
temperature,cloudclusters,2
information,flow,2
transmission,growth,2
synaptogenesis,messenger-rnas,2
geneticdiversity,microorganisms,2
liquidwater,ice,2
methods,estuary,2
gulfof,ocean,2
posteriorparietalcortex,cytochrome-oxidase,2
atlantic,boundary-layer,2
conservationgenetics,genetic-structure,2
environmental,argentina,2
pollution,population,2
episodicmemory,humanbrain,2
brain,drosophila-melanogaster,2
equineinfluenza,mouth-disease,2
biodiversityconservation,interaction,2
gis,watersheds,2
macroinvertebrates,aquaticinsects,2
factors,management,2
fault,southerncalifornia,4
placecell,cells,2
maize,social-ecologicalsystems,2
association,losses,2
visualcortex,orientationselectivity,2
elnino,southernoscillation,2
coastalenvironments,heavy-metals,2
clustering,alzheimers-disease,16
factoranalysis,multivariate,2
speciesrichness,woodland,2
drought,southern-borealforest,4
zebrafish,ganglion-cells,4
structure-from-motion,imagery,2
spect,scale,2
atmosphere,algorithms,2
iberianpeninsula,north-atlantic,2
sea-ice,habitatselection,2
microsatellite,morphology,2
plasmodium-falciparum,mortality,2
fmridata,separation,10
clustering,time-series,8
cell-cycle,expression,6
spatial-analysis,populations,2
ocean,hurricanes,2
pairedhelicalfilaments,pathology,2
plasmodiumvivax,populationgenetics,4
pressure,flow,2
dailyprecipitation,spectral-analysis,2
moose,epidemiology,2
cell,invasion,2
aegeansea,mediterraneansea,2
clusters,cycle,4
temporal-lobe,mutations,2
organization,optimization,2
rabies,united-states,2
trabecularbone,gene-expression,2
functional-characterization,dietary,2
central-nervous-system,n-cadherin,2
herbivore,food,2
mouse,rat,6
fibers,receptive-fields,2
mediterranean,oxygen,2
agriculturalsoils,samples,2
color,features,2
motorcortex,datasets,2
classification,soil-moisture,2
cladophora,environments,2
clusteranalysis,pattern-recognition,4
land-use,dispersal,2
transmissiondynamics,phylogenetic,4
urban,pollution,2
gulfofcadiz,fishassemblages,2
fuzzyclustering,representation,2
microbialdiversity,salinitygradient,6
oscillations,perturbation,2
blooms,gradientgel-electrophoresis,2
lessersnowgeese,wetland,4
beta-catenin,differentiation,2
cortex,signal,6
india,artificialneural-networks,2
cellularautomata,rice,2
community,evolution,4
sea,history,2
time-series,plume,2
gis,taiwan,2
crystal-structure,protein,2
program,india,6
distributions,protein,4
habitat,radar,2
great-barrier-reef,lagoon,2
wetlands,waterquality,2
sediment,gomtiriverindia,2
programming,dependence,2
swatmodel,globaloptimization,2
geneflow,variability,4
convection,system,2
dailyclimateextremes,events,2
schizophrenic-patients,abnormalities,2
gradients,macrobenthos,2
representation,objects,2
recordings,signals,4
marineecosystems,shelf,2
hydrology,communities,2
fuzzyc-means,segmentation,4
cortical,connections,4
principalcomponents,algorithm,2
viruses,abundance,2
validation,maps,2
centralnervoussystem,time-course,2
clusteringanalysis,interactions,2
channel,dynamics,2
persistence,analysis,2
conservation,microsatellitevariation,2
plasma-membrane,mechanisms,2
convection,morphology,2
change,eigenvaluesasfractals,2
sourcelocalization,electroencephalogram,4
resonanceenergy-transfer,yeast,2
geostatistics,management,6
self-organizedcriticality,california,4
burkholderiapseudomallei,agent,4
alzheimer'sdisease(ad),protein,2
aquaculture,spatialanalysis,2
ontario,death,2
europe,mosquitos,2
downs-syndrome,precursor,2
physiologicalnoise,simultaneouselectroencephalography,2
soilmoisture,hydrology,2
space-timecube,pattern,2
waterquality,semivariogram,2
clusteringmethods,distance,2
ozone,model,2
mouse,limbdevelopment,4
tumor-necrosis-factor,cells,2
ichthyoplankton,bathymetry,2
inferiortemporalcortex,visual-cortex,4
model,regions,2
statusepilepticus,rat,2
lightning,patterns,2
stress,system,2
kernel,mitigation,2
emissions,fluctuations,2
analysis,french-polynesia,2
countdata,africa,2
interannualvariability,atmospheric,6
impact,recruitment,2
precipitation,2nd-half,2
phase-transition,dynamics,2
mt.etna,geochemistry,4
multivariate,upperslope,2
monitoring,algorithm,4
near-infraredspectroscopy,h-iiregions,2
rainfall,spain,6
inversion,array,2
composition,classification,2
collinearity,clusters,4
neural,progenitors,4
cells,system,2
x-ray-clusters,gas,2
drosophila,compoundeye,4
barentssea,phytoplanktonbiomass,2
melanogaster,muscle,4
gis,time-series,4
canada,risk,2
solar,ions,2
yeast,identification,2
subventricularzone,brain,2
focalepilepsy,brain,4
incidence,worldwide,2
environment,china,2
analysis,activitypatterns,6
precipitation,homogeneousregions,2
c-elegans,map,2
corpus-callosum,humanbrain,2
simulations,ensemble,4
romania,evolution,2
b-value,island-arc,4
logisticregression,white-taileddeer,2
core,contaminants,2
topology,strategies,4
availability,mortality,2
suspensions,aggregation,2
earthquakerecurrence,southerncalifornia,2
lessons,virus,2
gomtiriverindia,phytophthora,2
autocorrelation,winter-wheat,2
southernocean,southern-ocean,2
odocoileusvirginianus,dynamics,2
breastcancer,mortality,2
behaviour,temporal,2
extinction,temporalautocorrelation,2
quaternary,patterns,2
voxel-basedmorphometry,models,2
neuralmechanisms,perception,4
fluorescencecorrelationspectroscopy,in-situ,2
humanvisual-cortex,domain,2
xenopus,lineage,2
dynamic,neurons,2
spatio-temporalvariability,environmentalfactors,2
intrinsicactivity,activityfluctuations,2
degradation,network,2
antarctica,atlantic,2
assemblies,media,2
spatialpatterns,precipitation,2
biogeography,central-europe,2
l-moments,large-scalecirculation,4
basin,assemblages,4
single-particletracking,resonance,2
general-circulationmodel,atmosphericcirculation,2
brazil,empiricalbayes,2
monkeys,cerebral-cortex,2
spatial-resolution,photosynthesis,2
quantitative-analysis,depression,2
catvisual-cortex,monkeystriatecortex,4
representation,fields,2
dust,variability,2
ecosystemservices,city,2
independentcomponentanalysis,electroencephalography,4
abscisic-acid,stresses,2
landcover,neural-networks,2
encephalitis,australia,2
spatialheterogeneity,emergence,2
drosophila-melanogaster,embryo,2
province,china,2
california,tectonics,2
richness,quality,2
trophicstatus,environment,2
16sribosomal-rna,reactors,2
remotesensing,survival,2
modeling,aedes-aegyptidiptera,2
organization,search,2
falsediscoveryrate,survival,2
technology,specialization,2
actin,polarization,2
planetarybowshocks,protons,4
acquisition,determinateroot,4
canopygaps,management,4
spatialstructure,parasites,2
h5n1,hong-kong,2
spatialmemory,workingmemory,2
mt.etna,volcanicactivity,2
poissonprocess,temporal,2
lightning,cluster-analysis,2
artificialneural-networks,basin,2
properties,areamt,2
linear,segmentation,2
streams,channel,2
impact,environment,4
butterflies,functionaltraits,2
senileplaques,lewybody,2
genes,evolution,4
hospitaladmissions,projections,2
landcover,ndvi,2
roots,growth,2
iberianpeninsula,united-states,2
deformation,lithosphere,2
france,australia,6
space-timevariation,clusterdetection,4
onset,worldwide,2
persistentorganicpollutants,air,2
evolution,competition,2
australia,spatial-patterns,2
communitystructure,dna,2
region,fish,2
spatio-temporalanalysis,dynamics,4
socioeconomic-status,us,2
riskfactors,care,2
genetics,phylogeny,2
seismicityandtectonics,california,4
expressionpatterns,functional-analysis,2
gulfofcadiz,mediterraneansea,2
riverestuary,bay,2
spatial,fdg-pet,2
arizona,nevada,2
courtship,dissection,2
complexnetworks,visual-cortex,2
rat,pyramidalcells,2
model,statisticaltechniques,2
kinematics,anteriorcingulatecortex,2
differentiation,conservation,6
strike-slipfaults,deformation,2
estuary,urban,2
regressiontrees,prediction,2
habitatfragmentation,vegetation,2
resilience,elimination,2
equity,redistribution,2
west-africa,temperature,2
functional,sets,2
sequences,people,2
sampling,ecology,2
emplacement,mantle,2
geographicdistance,gradient,2
decisions,formultiscalemapandsurfaceanalysis,2
gene-expression,dynamics,2
spatial-distribution,sequences,2
connectivity,groundwater,2
health,framework,2
blindseparation,deconvolution,2
equivalentcurrentdipole,localization,2
melanogaster,dissection,2
mixed,biology,2
processes,point-processes,2
spatiotemporaldata,spatial,2
prefrontal,mouse-brain,2
diagnosis,diseases,2
model,atmospheric,2
magnetosphere,association,2
quality,communities,2
earthquake,reservoir,2
model,health,4
satellitedata,fineparticulatematter,2
gastrulation,temporalcolinearity,2
density,states,2
factor,receptor,2
spatialandtemporalpatterns,population-dynamics,2
segregation,outbreak,2
capitellaspi,gastrulation,2
washington-state,yangtze-river,2
united-states,el-nino,10
lewybodies,projection,2
homeobox-containinggenes,fractionation,2
diagnosis,australia,2
multifractal,earthquakes,4
genes,pathogenicity,2
gis,patterns,20
grasslands,fluxes,2
16sribosomal-rna,great-lakes,2
feeding-habits,ecosystem,2
summer,precipitation,6
floodfrequency,china,2
solar-wind,distributions,2
temporo-parietaljunction,event-relatedfmri,2
united-states,landscapes,2
molecular-cloning,tissue,2
fluorescencemicroscopy,spatial-organization,2
anophelesfunestus,household,2
adhesion,mobility,2
odocoileusvirginianus,harvest,2
principalcomponentsanalysis,classification,2
event-relateddesynchronization,fmridata,2
mitigation,capreolus-capreolus,2
detection,propagation,2
propagation,centralcalifornia,2
temporalstability,responses,2
gradientgel-electrophoresis,mytilus-edulis,2
regeneration,motor-neurondisease,2
cells,path-integration,2
cell-cycle,protein,2
barentssea,pelagicfish,4
repeat,diffusion,2
spatialdistribution,context,2
cerebralblood-volume,activation,2
basin,segmentation,2
home-range,spatiotemporalpatterns,2
sediments,river,10
quality,runoff,2
immediateearlygenes,activation,2
spatialneglect,parietalcortex,2
nuclear,murine,2
defaultmode,fiber,2
rainfall,series,6
disease,ownership,2
spatial,mr-images,2
environmental,dynamics,4
beta-amyloid(abeta)deposits,disorders,2
projection,spatialpoint-processes,2
seismicclusters,new-mexico,2
magnetic-fields,electron,2
statisticalanalyses,radiocarbonagecalibration,2
quality,beaches,2
spatialpattern,spatial-temporal,2
space-time,surveillance,8
disturbance,phases,2
heterochromatin,length,2
washington-state,china,2
ecosystem,recruitment,4
particulatematter,light-absorption,2
dissolvedorganic-matter,irradiance,2
residencetime,runoff,2
spatiotemporalpatterns,trajectories,4
convection,radar,2
environment,time,2
spatialdependence,patterns,2
earthsbowshock,scales,2
models,damage,2
drought,rainfall,6
quantification,signal,2
morphology,connections,2
satellitedata,physicalmodel,2
neural-networks,validity,2
neuralnetwork,sensitivityanalysis,2
projection,neurons,2
north-atlanticoscillation,patterns,6
fineparticles,cities,2
regeneration,ecology,2
volcano,intrusion,2
componentanalysis,locomotion,2
glia,motor-neurons,2
high-resolutioneeg,frequency,2
discriminantanalysis,phosphorus,6
temporal-lobeepilepsy,voxel-basedmorphometry,2
segmentation,organization,2
tectonics,assamearthquake,2
south-pacific,variability,2
localization,tracking,4
westnilevirus,sentinel,2
trends,dispersal,6
habitatuse,scale,2
imaging,ganglia,2
genes,tolerance,2
mapping,boundaries,4
localization,productivity,2
acoustic,aggregation,2
sun:photosphere,time-series,4
forest,basin,2
population-density,patchiness,2
patterns,france,2
ecosystems,variables,2
distribution,infection,2
neural,telencephalon,4
principal,monitoring,2
distributionpatterns,conservation,2
spatial,scanstatistic,6
saudiarabia,concentrations,2
clusteranalysis,variability,20
imaging,plasma-membrane,2
environments,mammals,2
pollution,responses,2
vegetation,dispersal,2
spatial-temporalmodel,resolution,2
cluster,ions,2
cells,removal,2
myosin,complex,2
ocean,penguins,2
andsimulationdevices,fragmentationprofiles,2
self-organizedcriticality,in-vivo,2
multifractalanalysis,law,2
suspendedparticulatematter,quality,4
cortex,object,2
spatialeconometrics,adaptation,2
electroencephalography,entorhinalcortex,2
elevatedclusterprioritization,multiscalelandscapepatternmetrics,2
control,reorganization,2
cancer,associations,2
climate-change,continental-shelf,2
southern,trends,2
no2,o-3,2
plasmasheet,cluster,14
susceptibility,epidemiology,2
spatial,smoothing,2
pcr,populations,4
epidemiology,prion,4
oocytes,kinetics,2
focalepilepsy,mri,2
malaria,temporal,4
observations,inversion,2
sediments,fractionation,4
trendanalysis,sensitivity,2
spatialpattern,images,2
sea-levelrise,waves,4
graphs,patterns,2
schizophrenia,fmridata,6
rural,child-mortality,2
england,variability,2
flowerdevelopment,promoter,2
multivariatestatistics,ordination,2
spatialdistribution,geographicinformation-system,2
frontotemporaldementia,tau,2
clusteranalysis,weatherregimes,2
kenya,rice,2
space-timevariation,mortality,4
venezuela,canada,2
disturbances,order,2
alzheimer'sdisease,cortex,4
environment,population,6
potentials,patterns,2
point-processes,impact,2
thematicclassificationaccuracy,senseddata,2
declarativememory,cortex,2
forest,growth,4
executive,abnormalities,2
balticsea,chlorophyll-a,2
mountainpine-beetle,dispersal,2
mice,gabaergicinterneurons,2
rural-community,disease,2
river-basin,model,6
convergence,growth,2
atmosphere,clusters,2
surface,winter,2
fisheries,impact,2
fault,san-andreasfault,2
hydrodynamics,reactors,4
river,alaska,2
architecture,localization,2
time-series,tectonics,2
climatechange,water,2
hydrology,great-barrier-reef,2
analysis,heterogeneity,2
childmortality,equity,2
segregation,population,2
gene,rainbow-trout,2
earths,clusterobservations,2
argentina,earlyholocene,2
sensitivity,catchments,2
global,dynamics,2
meta-analysis,retrieval,2
clustering,disturbance,2
development,transmission,2
drought,droughtseverityindex,2
limbdevelopment,mechanism,2
izmit,seismicity,2
path-integration,unit-activity,2
spatialmemory,nmdareceptor,2
gene,humanbrain,2
function,identification,2
convection,density,2
emissions,validation,2
environmentalfactorprioritization,models,2
plasmasheet,burstybulkflows,4
eigenvaluesasfractals,uncertainityanalysis,2
temporal-lobe,deposits,2
convection,phase,2
neurogenesis,system,2
pancreas,evolution,2
elevatedclusterdetection,change,2
homogeneitytest,severityindex,2
aquifer,india,4
monkeystriatecortex,orientationselectivity,4
phylogeneticanalysis,salinitygradient,2
water,surfaces,2
region,acceleration,2
heavy-metalpollution,rio-tinto,2
island-arc,magma,2
phosphorusdeficiency,determinateroot,2
surface,waters,2
clustering,b-values,2
conservation,reservedesign,2
spatio-temporal,2nd-orderanalysis,2
modelling,mouth-disease,2
decomposition,agriculture,4
stresses,zone,2
health,estuary,2
ocean,temperature,4
relation,africa,2
humanbrain,scalpeeg,2
selection,geneticdiversity,6
analysis,riverindia,2
spatialheterogeneity,gradientanalysis,2
salinitygradient,dynamics,2
16sribosomal-rna,beta,2
oncomelania-hupensis,epidemiology,6
urban,classification,6
diffusiontensorimaging,bipolardisorder,2
polychlorinated-biphenyls,atmosphere,2
interface,variables,2
computer-program,diversity,4
graphtheoreticalanalysis,fmridata,2
faults,dynamics,2
epidemics,diversity,2
turbulence,motion,2
pm10,area,2
genes,stage,2
restingstate,activity,2
classification,vegetation,6
feedback,systems,2
assemblages,disturbance,2
cluster,magnetosheath,8
chlorophyll-a,pointconception,2
patterns,flora,2
fuzzyclustering,biomassproduction,2
pakistan,coast,2
spaceplasma,physics,6
pathways,messenger-rnas,2
stroke,prefrontalcortex,2
index,geostatistics,2
spatial-temporalclustering,atmosphere,2
northwest,atlantic,4
spatialdistribution,hoxgenes,2
magnetic-resonance,mr-images,2
gps,time,2
temporal,principalcomponents,2
clusteranalysis,circulation,4
gene,courtship,2
slope,cascadiasubductionzone,2
cluster,temporalcolinearity,2
metrics,stream,2
growth,usa,2
chemistrydata,plain,2
burden,risk,2
network,density-estimation,2
microsatelliteanalysis,natal,2
biomass,china,4
borealforest,modis,2
propagation,events,2
succession,species-diversity,4
humanextrastriatecortex,cerebral-cortex,2
lens,maturation,2
reproduction,natural-populations,2
neuralnetworks,visual-cortex,2
synopticclimatology,impact,2
pollution,mexico,6
echelonsandfamiliesofechelons,visualizingspatialdata,2
statistics,classification,10
phase,plasma,2
centralnervoussystem,differential,2
crustal,velocity,2
microbial,alignment,2
precisionviticulture,precisionagriculture,4
environment,australia,6
cortico-corticalpathways,protein,2
group,brain,2
new-york-city,users,2
acidminedrainage,rio-tinto,2
runoff,impact,2
mouse,organization,6
remotesensing,avhrr,4
correction,soil-moisture,2
phytoplankton,hong-kong,2
drosophila,murine,8
parcellation,resting-statefmri,2
scanstatistics,people,2
aedes-aegyptidiptera,viruses,2
k+channel,cells,2
yeast,decomposition,2
activity,responses,2
assemblages,scales,2
ozone,mortality,2
recovery,populations,2
tibetanplateau,expansion,2
kriging,dailyprecipitation,2
calcium,expression,4
coefficients,series,2
activity,self-organizedcriticality,2
korea,basin,2
humancerebral-cortex,malformations,2
repetitionpriming,temporalgyrus,2
inundation,validation,4
statistical,ecology,2
riskfactors,risk,2
surveillance,association,4
yunnanprovince,dailyclimateextremes,2
spatialspread,association,2
atmosphericcorrection,landsat,2
scaling,prairie,4
arabiansea,summermonsoon,2
hierarchicalclustering,river-basin,2
alzheimer'sdisease,corticocortical,6
gray-matter,attacks,2
risk,worldwide,4
transgenic,sequences,2
dawn-duskasymmetry,patterns,2
soil,prevalence,2
alcohol-usedisorders,brain-development,4
lakes,sediment,2
survival,herds,2
mortality,race,2
particulatematter,pm10,8
lung-cancer,methodology,2
bodies,domains,2
schizophrenia,expression,2
earlywarningsystem,temperature,2
china,science,4
drosophila-melanogaster,repliconclusters,2
magnetosphericphysics,arc,2
proteoidroots,determinateroot,6
spatial-distribution,universe,2
dataanalysis,neuroimaging,2
low-altitude,dawn-duskasymmetry,2
microarraydata,human,2
anomalies,principalcomponentanalysis,2
pahs,urbanair,4
decision-making,rice,2
classification,fractaldimension,2
hippocampus,relatives,2
fishlarvae,alaska,2
air-temperature,simulations,2
tanzania,wetlands,2
grasslands,responses,2
usa,hydrology,2
habitatselection,home-range,4
central,plasmasheet,2
bioinformatics,prevalence,2
detrendedfluctuationanalysis,statistical,2
pattern,blood-vessels,2
structure,model,4
absorption,pulses,2
earthquake,swarms,2
southern,sweden,4
communication,uncertainty,2
eastchinasea,environment,2
posteriorparietalcortex,environments,2
stochastic,clusters,2
denguefever,ecuador,2
calanoidcopepods,zooplankton,2
trenddetection,united-states,2
transcription,pathway,2
agriculture,yieldvariability,2
climatevariability,rainfall,2
trophic,structure,2
hippocampus,synaptic,2
plasma,wind,2
fmri,in-vivo,2
geneflow,consequences,2
surfacewaterquality,factor,4
clusteranalysis,sourceapportionment,2
conductivity,long-termchanges,2
spatial,field,4
gene-expression,biosynthesis,2
osteoprotegerin,metabolism,2
analysis,rainfall,2
luminosityfunction,activity,2
spatialmodelling,surveillance,6
diversity,seawater,2
small-worldnetwork,neurons,2
habitat,breedingperformance,2
gwr,pm10,2
self-organized,contact,2
northern,exposure,2
riverwaterquality,diffuse,2
migration,region,2
dirichletprocessmixture,coefficients,2
transfer,system,2
conterminousunited-states,amazonia,2
times,wind,2
bacteria,t-rflp,2
principalcomponentsanalysis,communities,2
temporal,dna-replication,2
compaction,simulation,4
componentanalysis,intracranialeeg,2
seeddispersal,spatiotemporaldynamics,2
westernunited-states,forests,2
spatio-temporalpatterns,emissions,2
himalaya,earthquake,4
united-states,risk-factors,14
high-latitudeconvection,observations,6
bold,brainactivity,2
brainimaging,cortex,2
analysis,oscillations,2
space-time,aedes-aegypti,2
microtubules,protein,2
methods:statistical,behavior,2
blood-flow,functionalmri,2
satellitedata,climate,8
wetland,clustering,4
foodsecurity,western-australia,2
alzheimers-disease,binding,2
particulatematter,taiwan,6
sampling,pattern,2
alzheimer'sdisease,mildcognitiveimpairment,6
information,synchrony,2
predictability,uncertainty,2
signal,connectivity,6
aftershocks,networks,4
surface,20th-century,2
nonmetric,ordination,2
coherenceresonance,ion,2
plasmodium-falciparumtransmission,infant-mortality,2
memory,decomposition,2
elevatedclusterdetection,multiscalelandscapepatternmetrics,2
gyrus,developmentaldyslexia,2
fragmentation,spatialvariation,2
environment,constraints,2
earthquake,fault,12
bioticindices,flow,2
geostatistics,coleoptera,2
viruses,asia,4
sexual,mortality,2
temperateestuary,salinity,2
tropicalestuary,geochemistry,4
magnitude,occurrences,2
electrical-activity,brain,2
generalizedlinearmixedmodels,plasmodium-falciparumtransmission,2
instability,foreshocks,2
athens,variability,4
time-series,patterns,10
independentcomponentanalysis,magnetic-resonance,2
korea,waterquality,2
conservationprioritization,habitatsuitability,2
progressivesupranuclearpalsy,spatialstatistics,2
artificialneuralnetwork,distributions,2
continental-shelf,pacific,2
immunohistochemistry,central-nervous-system,4
poyanglake,middlereaches,2
eutrophication,productivity,2
biofilms,fresh-water,2
mitigation,sus-scrofa,2
groundwater,consequences,2
policy,space,2
breastcancer,spatio-temporalclustering,2
effectivepopulationsize,effectivepopulation-size,4
cross-validation,self-organizingmap,2
variability,onset,2
pca,prediction,2
syndrome,density-estimation,2
ethiopia,model,2
pollution,sediment,2
satellitedata,flow,2
images,prediction,2
development,discovery,2
self-organizingmap,algorithm,4
preference,monkeystriatecortex,2
dengue,fever,2
assemblage,model,2
marmap,landscapepatterns,2
remotesensing,rainfall,2
laserablation,emission,2
grain-size,mountains,2
atlantic-ocean,nitrogen,2
timeseries,imagery,2
monoclonal-antibodies,quantification,2
gis,heavy-metal,2
population-dynamics,flight,2
pahs,polycyclicaromatic-hydrocarbons,2
similarity,model,2
vision,analysis,2
adhesion,phase,2
modeling,design,4
zoonoses,sequencealignment,2
potentialevapotranspiration,climate-change,4
markovrandomfields,visualizingspatialdata,2
fluorescencemicroscopy,receptors,2
suspensions,dynamics,4
recognitionmemory,brain-damage,2
oscillations,disease,2
populations,identification,10
generation,mechanism,2
root,exudates,2
space-timeinteraction,2nd-orderanalysis,2
resistance,models,2
specificity,mechanisms,4
clusteringanalysis,model,2
ventrolateralprefrontalcortex,generation,2
fractaldimension,earthquakecatalogs,4
complexnetworks,attack,2
sadie,barkbeetle,2
bacterialcommunities,pcr,2
contrast,brain,2
cell-membranes,lateraldiffusion,2
environment,risk,4
diversification,adaptation,2
oscillation,variability,2
products,china,2
algorithm,products,4
ndvi,validation,2
parcellation,nucleus-accumbens,2
timetrends,northeasternspain,2
spatial,dependence,2
species-diversity,growth,4
landuse,oregon,2
anchoringprotein,association,2
andhierarchicalmarkovtransitionmatrix,datamining,2
current,systems,2
primaryvisual-cortex,connectivity,2
spatial,stream,6
long-distancedispersal,pattern,2
homeoboxgenes,neurons,2
methods:statistical,galaxies,2
data,spatialassociation,2
land-use,volunteers,2
vaccination,children,2
blindseparation,fmridata,4
clusteranalysis,multivariateanalysis,6
precipitation,nino,2
management,stability,4
marineecosystems,conservation,2
abundance,sea,14
multicriteriacomparisonsand,remotely,2
transcranialmagneticstimulation,awareness,2
precipitation,monsoon,2
multivariatestatisticaltechniques,variability,4
spatial,predation,2
macaque,location,2
process,2nd-orderanalysis,2
circulation,time-series,2
competition,spatial-temporalanalysis,4
molecularepidemiology,zoonoses,2
cluster,etiology,2
community,habitatuse,2
trace-metal,india,2
spatial-temporal,infection,2
eigenvaluesasfractals,visualizationandcommunication,2
pm10,networks,2
hippocampal,neurons,2
magnetic,magnetopause,2
oocytes,lateraldiffusion,2
speciesdiversity,usa,2
environmentalhazards,framework,2
space-timevariation,distributions,2
fmritime-series,components,2
speciesrichness,community,4
climatology,florida,2
adaptation,access,2
ionosphere,magnetosphere,8
contrast,singleneurons,2
estuary,flatfish,2
spatialdistributions,growth,2
larvae,temperature,4
child-mortality,surveillance,4
hierarchicalclusteranalysis,multivariatestatisticaltechniques,2
central-nervous-system,retinoicacid,6
evolution,connectivity,6
gut,colonization,2
remotesensing,algorithm,2
transcriptionfactors,hox,2
fresh-water,succession,2
highway,components,2
homeobox,telencephalon,4
diseaseecology,population,2
drought,ecotones,2
globalization,convergence,2
climate,autocorrelation,4
spatialstatistics,dynamics,2
basalganglia,time,2
hoxclusters,transgenicmice,2
landscape,roads,2
systems,models,2
associativememory,dynamics,2
dataanalysis,dependence,2
pointconception,range,2
cusp,system,2
land-coverclassification,conterminousunited-states,4
data-drivenanalysis,series,2
event,spike,2
boundary-layer,earthsmagnetopause,2
conterminousunited-states,surface,2
postglacialcolonization,globalchange,2
anthropogenic,canopygaps,4
climatevariability,globalburden,2
macrophytes,herbivore,2
phylogeny,cells,2
nino-southern-oscillation,interannualvariability,2
decision-making,consequences,4
nitrification,prediction,2
networks,resting-statefmri,2
conterminousunited-states,spatial-resolution,2
regional,pollution,2
spatiotemporal,plasmodium-falciparum,2
mousemodel,registration,2
westernnorthpacific,habitat,2
k-meansclustering,series,2
placecell,organization,2
climate,nutrient,2
macroalgae,eutrophication,2
embryonicstem-cells,nucleararchitecture,2
pet,spatialattention,4
cluster-analysis,mri,2
abundance,north,2
discovery,genome,4
microtubules,hypothesis,2
anthropogenic,clusteranalysis,2
temporalstability,communities,2
temporaland,spatialdistribution,2
features,tests,2
modeling,action-potentials,2
formultiscalemapandsurfaceanalysis,distributions,2
anopheles-gambiaecomplex,resilience,2
space-timeinteraction,range,2
assemblages,environmental,2
australia,restoration,2
swatmodel,strategies,2
methane,fresh-water,2
dorsolateralprefrontalcortex,human-brain,2
time,movements,2
fmri,motor,4
basin,stream,6
spatialstatistics,cytoarchitectonicmaps,2
plasticity,hippocampus,4
vertical-distribution,biscay,2
fmri,cerebral-blood-flow,6
dam,state,2
southeasternunited-states,fault,2
fusiformfacearea,perception,6
computed-tomography,aerosol,2
blindseparation,reconstruction,2
western-australia,assemblages,2
phytoplankton,chemical-composition,2
canada,outbreaks,4
gis,tests,4
